title,link,published,country,source,summary,Combined_Text,Language
Palestinian taxi driver recounts surviving attack by right-wing protesters,https://www.cnn.com/videos/world/2023/03/31/israel-protests-rise-taxi-driver-attacked-robertson-pkg-intl-vpx.cnn,"Fri, 31 Mar 2023 15:50:32 GMT",USA,CNN,A Palestinian taxi driver describes surviving a violent attack by a right-wing mob in Jerusalem earlier this week as Israel continues to see protests against Prime Minister Benjamin Netanyahu's judicial overhaul spread. CNN's Nic Robertson reports.,Palestinian taxi driver recounts surviving attack by right-wing protesters A Palestinian taxi driver describes surviving a violent attack by a right-wing mob in Jerusalem earlier this week as Israel continues to see protests against Prime Minister Benjamin Netanyahu's judicial overhaul spread. CNN's Nic Robertson reports.,en
Giving Marjorie Taylor Greene a platform isn't good for America,https://www.cnn.com/2023/04/03/opinions/60-minutes-marjorie-taylor-greene-interview-obeidallah/index.html,"Mon, 03 Apr 2023 12:26:59 GMT",USA,CNN,"Last year, GOP Rep. Marjorie Taylor Greene of Georgia spoke at a white nationalist event organized by Holocaust denier Nick Fuentes that caused Republican leaders to denounce her.","Giving Marjorie Taylor Greene a platform isn't good for America Last year, GOP Rep. Marjorie Taylor Greene of Georgia spoke at a white nationalist event organized by Holocaust denier Nick Fuentes that caused Republican leaders to denounce her.",en
These are the animals people most want to see photographed,https://www.cnn.com/travel/article/new-big-5-wildlife-photography-book-c2e-scn-spc-intl/index.html,"Tue, 04 Apr 2023 10:38:46 GMT",USA,CNN,"Originally a term used by trophy hunters in Africa, the ""Big Five"" described the animals most challenging to shoot and kill: the lion, elephant, leopard, rhino, and buffalo. Nowadays, it is more loosely used to refer to some of Africa's largest and most iconic animals.","These are the animals people most want to see photographed Originally a term used by trophy hunters in Africa, the ""Big Five"" described the animals most challenging to shoot and kill: the lion, elephant, leopard, rhino, and buffalo. Nowadays, it is more loosely used to refer to some of Africa's largest and most iconic animals.",en
"Syrian refugee elected mayor of German town, years after fleeing war",https://www.cnn.com/2023/04/04/europe/germany-mayor-syrian-refugee-intl/index.html,"Tue, 04 Apr 2023 19:41:56 GMT",USA,CNN,A Syrian who arrived in Germany as a refugee in 2015 has won a mayoral election in the southwestern German state of Baden-Württemberg.,"Syrian refugee elected mayor of German town, years after fleeing war A Syrian who arrived in Germany as a refugee in 2015 has won a mayoral election in the southwestern German state of Baden-Württemberg.",en
"Study finds slightly higher risk of autism diagnosis in areas with more lithium in drinking water, but experts say more research is needed",https://www.cnn.com/2023/04/03/health/autism-lithium-study/index.html,"Mon, 03 Apr 2023 18:22:12 GMT",USA,CNN,"A new study found a moderately higher risk of autism spectrum disorder in children born to pregnant people exposed to tap water with higher levels of lithium, but experts caution that this association does not show a direct link between the two.","Study finds slightly higher risk of autism diagnosis in areas with more lithium in drinking water, but experts say more research is needed A new study found a moderately higher risk of autism spectrum disorder in children born to pregnant people exposed to tap water with higher levels of lithium, but experts caution that this association does not show a direct link between the two.",en
"Kwame Brathwaite, photographer of 'Black is Beautiful' movement, dies at 85",https://www.cnn.com/style/article/kwame-brathwaite-obituary-tan/index.html,"Tue, 04 Apr 2023 18:54:41 GMT",USA,CNN,"Kwame Brathwaite, the pioneering activist and photographer whose work helped define the aesthetics of the ""Black is Beautiful"" movement of the 1960s and beyond, died on April 1, aged 85.","Kwame Brathwaite, photographer of 'Black is Beautiful' movement, dies at 85 Kwame Brathwaite, the pioneering activist and photographer whose work helped define the aesthetics of the ""Black is Beautiful"" movement of the 1960s and beyond, died on April 1, aged 85.",en
This boiled bag of offal is banned in the US. In Scotland it's a fine-dining treat,https://www.cnn.com/travel/article/haggis-scotland-secrets/index.html,"Mon, 03 Apr 2023 12:43:16 GMT",USA,CNN,"Anthony Bourdain loved haggis. But even the late, great American chef, writer and television host recognized that Scotland's national dish, with its ""sinister sheep parts"" wrapped in a shroud of mystery and half-invented history, could be a hard sell.","This boiled bag of offal is banned in the US. In Scotland it's a fine-dining treat Anthony Bourdain loved haggis. But even the late, great American chef, writer and television host recognized that Scotland's national dish, with its ""sinister sheep parts"" wrapped in a shroud of mystery and half-invented history, could be a hard sell.",en
Musk's Twitter promised a purge of blue check marks. Instead he singled out the New York Times,https://www.cnn.com/2023/04/03/tech/twitter-blue-checks/index.html,"Mon, 03 Apr 2023 20:06:03 GMT",USA,CNN,"Some VIP Twitter users woke up on Saturday expecting to have lost their coveted blue verification check marks in a previously announced purge by Elon Musk. Instead, Twitter appeared to target a single account from a major publication Musk dislikes and changed the language on its site in a way that obscures why users are verified.","Musk's Twitter promised a purge of blue check marks. Instead he singled out the New York Times Some VIP Twitter users woke up on Saturday expecting to have lost their coveted blue verification check marks in a previously announced purge by Elon Musk. Instead, Twitter appeared to target a single account from a major publication Musk dislikes and changed the language on its site in a way that obscures why users are verified.",en
See the world's deepest fish,https://www.cnn.com/videos/travel/2023/04/03/snailfish-deepest-fish-on-camera-lon-orig-ao-cprog-scn.cnn,"Wed, 12 Apr 2023 09:01:12 GMT",USA,CNN,"Scientists captured the unknown snailfish species at a depth of more than 27,000 feet, as part of an expedition in trenches off Japan.","See the world's deepest fish Scientists captured the unknown snailfish species at a depth of more than 27,000 feet, as part of an expedition in trenches off Japan.",en
Emma Heming Willis shares family photos as daughter Mabel turns 11,https://www.cnn.com/2023/04/03/entertainment/emma-willis-mabel-birthday-photos-intl-scli/index.html,"Mon, 03 Apr 2023 09:34:27 GMT",USA,CNN,"Bruce Willis' wife, Emma Heming Willis, has celebrated their elder daughter's birthday with a trip down memory lane.","Emma Heming Willis shares family photos as daughter Mabel turns 11 Bruce Willis' wife, Emma Heming Willis, has celebrated their elder daughter's birthday with a trip down memory lane.",en
Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low,https://www.cnn.com/2023/04/03/football/lionel-messi-psg-whistles-fans-spt-intl/index.html,"Mon, 03 Apr 2023 11:02:06 GMT",USA,CNN,Paris Saint-Germain's miserable season went from bad to worse on Sunday as the team suffered a second straight home defeat with a 1-0 loss to Lyon.,Some fans whistle as Lionel Messi's name is announced as Paris Saint-Germain's season hits new low Paris Saint-Germain's miserable season went from bad to worse on Sunday as the team suffered a second straight home defeat with a 1-0 loss to Lyon.,en
Chelsea searches for new manager as Premier League breaks record for most sackings in a single season,https://www.cnn.com/2023/04/03/football/chelsea-graham-potter-manager-premier-league-spt-intl/index.html,"Mon, 03 Apr 2023 14:46:53 GMT",USA,CNN,"It was just six months ago that Graham Potter was deemed the man to usher in a fresh, exciting era at Chelsea.","Chelsea searches for new manager as Premier League breaks record for most sackings in a single season It was just six months ago that Graham Potter was deemed the man to usher in a fresh, exciting era at Chelsea.",en
See 'Star Wars' legend react to Acosta's Darth Vader impression,https://www.cnn.com/videos/media/2023/04/02/mark-hamill-star-wars-jim-acosta-skywalker-cprog-acostanr-vpx.cnn,"Sun, 02 Apr 2023 01:18:16 GMT",USA,CNN,"Actor Mark Hamill joins CNN's Jim Acosta to discuss his thoughts about a potential spinoff series based around his legendary ""Star Wars"" character Luke Skywalker.","See 'Star Wars' legend react to Acosta's Darth Vader impression Actor Mark Hamill joins CNN's Jim Acosta to discuss his thoughts about a potential spinoff series based around his legendary ""Star Wars"" character Luke Skywalker.",en
Angel Reese defends gesture directed towards Caitlin Clark after LSU national title win; calls out double standard after being 'unapologetically' her,https://www.cnn.com/2023/04/03/sport/angel-reese-gesture-caitlin-clark-lsu-iowa-spt-intl/index.html,"Mon, 03 Apr 2023 18:34:35 GMT",USA,CNN,"LSU star Angel Reese defended the gesture she aimed at Iowa Hawkeyes' Caitlin Clark near the end of the Tigers' first NCAA women's basketball national championship victory on Sunday, saying ""I don't take disrespect lightly.""","Angel Reese defends gesture directed towards Caitlin Clark after LSU national title win; calls out double standard after being 'unapologetically' her LSU star Angel Reese defended the gesture she aimed at Iowa Hawkeyes' Caitlin Clark near the end of the Tigers' first NCAA women's basketball national championship victory on Sunday, saying ""I don't take disrespect lightly.""",en
Teenage swimmer breaks two world records in four days,https://www.cnn.com/2023/04/03/sport/summer-mcintosh-world-record-canada-swimmer-spt-intl/index.html,"Mon, 03 Apr 2023 12:17:19 GMT",USA,CNN,Sixteen-year-old Summer McIntosh broke the world record for the 400m individual medley at the Canadian swimming trials on Saturday -- just days after breaking the world record for the 400m freestyle.,Teenage swimmer breaks two world records in four days Sixteen-year-old Summer McIntosh broke the world record for the 400m individual medley at the Canadian swimming trials on Saturday -- just days after breaking the world record for the 400m freestyle.,en
The haunting Masters meltdown that changed Rory McIlroy's career,https://www.cnn.com/2023/04/03/golf/rory-mcilroy-masters-meltdown-2011-spt-spc-intl/index.html,"Tue, 09 Apr 2024 15:25:18 GMT",USA,CNN,"Slumped on his club, head buried in his arm, Rory McIlroy looked on the verge of tears.","The haunting Masters meltdown that changed Rory McIlroy's career Slumped on his club, head buried in his arm, Rory McIlroy looked on the verge of tears.",en
A snowboarder got buried upside down in snow. See skier's quick reaction.,https://www.cnn.com/videos/us/2023/03/31/snowboarder-rescue-mt-baker-washington-cprog-lon-orig-na.cnn,"Fri, 31 Mar 2023 12:33:33 GMT",USA,CNN,"Skier Francis Zuber sprang into action when he noticed a snowboarder had become trapped upside down in a tree well. Zuber, whose reaction has been applauded as a textbook example of what to do in such a situation, urged others to take up rescue courses.","A snowboarder got buried upside down in snow. See skier's quick reaction. Skier Francis Zuber sprang into action when he noticed a snowboarder had become trapped upside down in a tree well. Zuber, whose reaction has been applauded as a textbook example of what to do in such a situation, urged others to take up rescue courses.",en
